,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
2020-05-11,0.0,,,19393509.767560236,11416253.770417353,0.46202240897448243
2020-05-12,0.0,,,17094036.88178601,13715726.530664928,0.5875490453885397
2020-05-13,0.0,,,14726850.425957968,16082912.837405745,0.7366362868079224
2020-05-14,0.0,,,12394980.354088865,18414782.73645903,0.9094521031778209
2020-05-15,0.0,,,10199076.581016485,20610686.314255014,1.104728502355436
2020-05-16,0.0,,,8214502.963580652,22595259.715680655,1.3207386977004263
2020-05-17,0.0,,,6489782.583098989,24319979.861569963,1.5553310561033284
2020-05-18,0.0,,,5046597.745366925,25763164.448703997,1.8059290979855591
2020-05-19,0.0,,,3876367.0658829347,26933394.864521295,2.069595772808128
2020-05-20,0.0,,,2945963.560915583,27863798.095339566,2.3437448527926303
2020-05-21,0.0,,,2221225.012347732,28588536.36144281,2.6262094573776285
2020-05-22,0.0,,,1663977.310842801,29145783.77414931,2.915007892599123
2020-05-23,0.0,,,1239766.20630727,29569994.58503838,3.20865435366685
2020-05-24,0.0,,,921077.6513548263,29888682.84259372,3.506051456977096
2020-05-25,0.0,,,682606.1806528486,30127154.013134345,3.8062128078419843
2020-05-26,0.0,,,504054.08390581666,30305705.807694364,4.10839982251813
2020-05-27,0.0,,,372027.24658626335,30437732.341260042,4.4121536970487245
2020-05-28,0.0,,,274748.02166549035,30535011.261269215,4.717065297397191
2020-05-29,0.0,,,202283.79995739675,30607475.17724997,5.02279263711479
2020-05-30,0.0,,,148840.7416282679,30660917.92922591,5.329145824987192
2020-05-31,0.0,,,109679.23773478786,30700079.126297668,5.635967546737202
2020-06-01,0.0,,,80683.96205857515,30729074.094820227,5.943121201870046
2020-06-02,0.0,,,59289.965570346656,30750467.783906847,6.250522812652149
2020-06-03,0.0,,,43643.53073894499,30766113.91114929,6.558111771545254
2020-06-04,0.0,,,32104.51490705925,30777652.61925856,6.865834385571154
