,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
2020-05-19,0.0,,,42863442.49935961,585041.2071961933,1046020.2934441892
2020-05-20,0.0,,,42593860.409426585,677916.4460839141,1222727.1444894872
2020-05-21,0.0,,,42284224.8601857,783142.7085306249,1427136.4312836616
2020-05-22,0.0,,,41930626.6164546,901390.3843492091,1662486.9991961762
2020-05-23,0.0,,,41529708.77468616,1032756.2850431451,1932038.9402706907
2020-05-24,0.0,,,41075017.17223979,1178591.8031569584,2240895.0246032453
2020-05-25,0.0,,,40561306.36018628,1339479.761658028,2593717.8781556827
2020-05-26,0.0,,,39984922.32587646,1515047.4834955684,2994534.1906279675
2020-05-27,0.0,,,39343802.49294118,1703966.7916006297,3446734.7154581873
2020-05-28,0.0,,,38637475.72129135,1903954.0088860986,3953074.2698225514
2020-05-29,0.0,,,37867062.30711791,2111769.9582466977,4515671.734635391
2020-05-30,0.0,,,37035273.98289186,2323219.9625589843,5136010.054549161
2020-05-31,0.0,,,36146413.917364225,2533153.8446813533,5814936.237954436
