,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
2020-04-21,0.0,,,2866371.1408108156,6.859187489460935,1.6952393557081649e-06
2020-04-22,0.0,,,2866370.9416389847,7.058359250738016,1.7647250634796635e-06
2020-04-23,0.0,,,2866370.7366770096,7.263321154405695,1.8362308017745914e-06
2020-04-24,0.0,,,2866370.5257492545,7.474248835931814,1.9098178456509996e-06
2020-04-25,0.0,,,2866370.3086749157,7.691323098970749,1.9855492732517473e-06
2020-04-26,0.0,,,2866370.0852680216,7.914729915363404,2.063489965804501e-06
2020-04-27,0.0,,,2866369.8553374317,8.144660425137214,2.143706607621735e-06
2020-04-28,0.0,,,2866369.6186868376,8.381310936506141,2.226267686100732e-06
2020-04-29,0.0,,,2866369.375114763,8.624882925870676,2.311243491723581e-06
2020-04-30,0.0,,,2866369.1244145636,8.87558303781784,2.3987061180571806e-06
2020-05-01,0.0,,,2866368.8663744265,9.133623085121183,2.4887294617532347e-06
2020-05-02,0.0,,,2866368.6007773704,9.399220048740784,2.5813892225482565e-06
2020-05-03,0.0,,,2866368.327401246,9.672596077823254,2.676762903263567e-06
2020-05-04,0.0,,,2866368.0460187355,9.953978489701727,2.774929809805295e-06
2020-05-05,0.0,,,2866367.7563973544,10.243599769895875,2.8759710511643754e-06
2020-05-06,0.0,,,2866367.4582994482,10.54169757211189,2.979969539416552e-06
2020-05-07,0.0,,,2866367.151482195,10.848514718242502,3.0870099897223768e-06
2020-05-08,0.0,,,2866366.835697605,11.164299198366956,3.1971789203272074e-06
2020-05-09,0.0,,,2866366.510692519,11.489304170751048,3.3105646525612133e-06
2020-05-10,0.0,,,2866366.176208611,11.823787961847087,3.427257310839367e-06
2020-05-11,0.0,,,2866365.8319823868,12.168014066293912,3.5473488226614503e-06
2020-05-12,0.0,,,2866365.4777451823,12.522251146916895,3.6709329186120538e-06
2020-05-13,0.0,,,2866365.1132231676,12.886773034727943,3.7981051323605752e-06
2020-05-14,0.0,,,2866364.7381373425,13.26185872892548,3.928962800661219e-06
2020-05-15,0.0,,,2866364.35220354,13.647792396894465,4.063605063352999e-06
2020-05-16,0.0,,,2866363.955132424,14.044863374206393,4.202132863359735e-06
2020-05-17,0.0,,,2866363.5466294913,14.453366164619274,4.344648946690057e-06
2020-05-18,0.0,,,2866363.12633726,14.873658249182828,4.491278031318408e-06
